episode,adversary_0,adversary_1,adversary_2,agent_0
0,30.0,30.0,30.0,0
1,0.0,0.0,0.0,0
2,30.0,30.0,30.0,0
3,0.0,0.0,0.0,0
4,0.0,0.0,0.0,0
5,20.0,20.0,20.0,0
6,0.0,0.0,0.0,0
7,60.0,60.0,60.0,0
8,0.0,0.0,0.0,0
9,50.0,50.0,50.0,0
10,0.0,0.0,0.0,0
11,0.0,0.0,0.0,0
12,20.0,20.0,20.0,0
13,0.0,0.0,0.0,0
14,0.0,0.0,0.0,0
15,0.0,0.0,0.0,0
16,80.0,80.0,80.0,0
17,30.0,30.0,30.0,0
18,0.0,0.0,0.0,0
19,50.0,50.0,50.0,0
20,10.0,10.0,10.0,0
21,0.0,0.0,0.0,0
22,0.0,0.0,0.0,0
23,0.0,0.0,0.0,0
24,0.0,0.0,0.0,0
25,30.0,30.0,30.0,0
26,0.0,0.0,0.0,0
27,30.0,30.0,30.0,0
28,0.0,0.0,0.0,0
29,10.0,10.0,10.0,0
30,30.0,30.0,30.0,0
31,30.0,30.0,30.0,0
32,30.0,30.0,30.0,0
33,0.0,0.0,0.0,0
34,30.0,30.0,30.0,0
35,0.0,0.0,0.0,0
36,0.0,0.0,0.0,0
37,0.0,0.0,0.0,0
38,50.0,50.0,50.0,0
39,0.0,0.0,0.0,0
40,20.0,20.0,20.0,0
41,0.0,0.0,0.0,0
42,20.0,20.0,20.0,0
43,0.0,0.0,0.0,0
44,40.0,40.0,40.0,0
45,40.0,40.0,40.0,0
46,0.0,0.0,0.0,0
47,30.0,30.0,30.0,0
48,0.0,0.0,0.0,0
49,60.0,60.0,60.0,0
50,0.0,0.0,0.0,0
51,0.0,0.0,0.0,0
52,0.0,0.0,0.0,0
53,30.0,30.0,30.0,0
54,40.0,40.0,40.0,0
55,0.0,0.0,0.0,0
56,0.0,0.0,0.0,0
57,0.0,0.0,0.0,0
58,0.0,0.0,0.0,0
59,0.0,0.0,0.0,0
60,0.0,0.0,0.0,0
61,0.0,0.0,0.0,0
62,40.0,40.0,40.0,0
63,0.0,0.0,0.0,0
64,20.0,20.0,20.0,0
65,0.0,0.0,0.0,0
66,0.0,0.0,0.0,0
67,0.0,0.0,0.0,0
68,130.0,130.0,130.0,0
69,0.0,0.0,0.0,0
70,20.0,20.0,20.0,0
71,0.0,0.0,0.0,0
72,0.0,0.0,0.0,0
73,0.0,0.0,0.0,0
74,0.0,0.0,0.0,0
75,0.0,0.0,0.0,0
76,0.0,0.0,0.0,0
77,0.0,0.0,0.0,0
78,0.0,0.0,0.0,0
79,10.0,10.0,10.0,0
80,0.0,0.0,0.0,0
81,0.0,0.0,0.0,0
82,0.0,0.0,0.0,0
83,0.0,0.0,0.0,0
84,30.0,30.0,30.0,0
85,0.0,0.0,0.0,0
86,0.0,0.0,0.0,0
87,70.0,70.0,70.0,0
88,20.0,20.0,20.0,0
89,60.0,60.0,60.0,0
90,30.0,30.0,30.0,0
91,30.0,30.0,30.0,0
92,0.0,0.0,0.0,0
93,70.0,70.0,70.0,0
94,20.0,20.0,20.0,0
95,0.0,0.0,0.0,0
96,0.0,0.0,0.0,0
97,20.0,20.0,20.0,0
98,0.0,0.0,0.0,0
99,0.0,0.0,0.0,0
100,20.0,20.0,20.0,0
101,10.0,10.0,10.0,0
102,0.0,0.0,0.0,0
103,0.0,0.0,0.0,0
104,0.0,0.0,0.0,0
105,0.0,0.0,0.0,0
106,10.0,10.0,10.0,0
107,10.0,10.0,10.0,0
108,0.0,0.0,0.0,0
109,50.0,50.0,50.0,0
110,0.0,0.0,0.0,0
111,0.0,0.0,0.0,0
112,0.0,0.0,0.0,0
113,0.0,0.0,0.0,0
114,10.0,10.0,10.0,0
115,10.0,10.0,10.0,0
116,0.0,0.0,0.0,0
117,0.0,0.0,0.0,0
118,20.0,20.0,20.0,0
119,0.0,0.0,0.0,0
120,30.0,30.0,30.0,0
121,10.0,10.0,10.0,0
122,40.0,40.0,40.0,0
123,30.0,30.0,30.0,0
124,0.0,0.0,0.0,0
125,0.0,0.0,0.0,0
126,0.0,0.0,0.0,0
127,0.0,0.0,0.0,0
128,0.0,0.0,0.0,0
129,0.0,0.0,0.0,0
130,0.0,0.0,0.0,0
131,20.0,20.0,20.0,0
132,0.0,0.0,0.0,0
133,0.0,0.0,0.0,0
134,0.0,0.0,0.0,0
135,30.0,30.0,30.0,0
136,10.0,10.0,10.0,0
137,30.0,30.0,30.0,0
138,0.0,0.0,0.0,0
139,30.0,30.0,30.0,0
140,0.0,0.0,0.0,0
141,0.0,0.0,0.0,0
142,0.0,0.0,0.0,0
143,0.0,0.0,0.0,0
144,0.0,0.0,0.0,0
145,20.0,20.0,20.0,0
146,0.0,0.0,0.0,0
147,0.0,0.0,0.0,0
