#{"t_start": 1750227232.4599192, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.02829
-200.0,200,0.048525
-200.0,200,0.069637
-200.0,200,0.089756
-200.0,200,0.112872
-200.0,200,0.206665
-200.0,200,0.308426
-200.0,200,0.418754
-200.0,200,0.543428
-200.0,200,0.661073
-200.0,200,0.779092
-200.0,200,0.87413
-200.0,200,0.983134
-200.0,200,1.078703
-200.0,200,1.216741
-200.0,200,1.325302
-200.0,200,1.420513
-200.0,200,1.522157
-200.0,200,1.620985
-200.0,200,1.719306
-200.0,200,1.819521
-200.0,200,1.915259
-200.0,200,2.014988
-200.0,200,2.110778
-200.0,200,2.217871
-200.0,200,2.325761
-200.0,200,2.423987
-200.0,200,2.520545
-200.0,200,2.627298
-200.0,200,2.723931
-200.0,200,2.827657
-200.0,200,2.928952
-200.0,200,3.035191
-200.0,200,3.128893
-200.0,200,3.234371
-200.0,200,3.336096
-200.0,200,3.439101
-200.0,200,3.537624
-200.0,200,3.643526
-200.0,200,3.733285
-200.0,200,3.827658
-200.0,200,3.922909
-200.0,200,4.025801
-200.0,200,4.125784
-200.0,200,4.230613
-200.0,200,4.328623
-200.0,200,4.431206
-200.0,200,4.529946
-200.0,200,4.632256
-200.0,200,4.727961
-200.0,200,4.835217
-200.0,200,4.933914
-200.0,200,5.035613
-200.0,200,5.127263
-200.0,200,5.223721
-200.0,200,5.33797
-200.0,200,5.446584
-200.0,200,5.555782
-200.0,200,5.668565
-200.0,200,5.769094
-200.0,200,5.870118
-200.0,200,5.968916
-200.0,200,6.075714
-200.0,200,6.168324
-200.0,200,6.269936
-200.0,200,6.363037
-200.0,200,6.462754
-200.0,200,6.555505
-200.0,200,6.652924
-200.0,200,6.74643
-200.0,200,6.85124
-200.0,200,6.949883
-200.0,200,7.055128
-200.0,200,7.15596
-200.0,200,7.261699
-200.0,200,7.375099
-200.0,200,7.475686
-200.0,200,7.588464
-200.0,200,7.693455
-200.0,200,7.790916
-200.0,200,7.896944
-200.0,200,7.997843
-200.0,200,8.101713
-200.0,200,8.202824
-200.0,200,8.307742
-200.0,200,8.40765
-200.0,200,8.519272
-200.0,200,8.648579
-200.0,200,8.779559
-200.0,200,8.902835
-200.0,200,9.056412
-200.0,200,9.171462
-200.0,200,9.277716
-200.0,200,9.380496
-200.0,200,9.502957
-200.0,200,9.618005
-200.0,200,9.754603
-200.0,200,9.885953
-200.0,200,10.005564
-200.0,200,10.10947
-200.0,200,10.216197
-200.0,200,10.316944
-200.0,200,10.43022
-200.0,200,10.526974
-200.0,200,10.633457
-200.0,200,10.731112
-200.0,200,10.832974
-200.0,200,10.932766
-200.0,200,11.051075
-200.0,200,11.148537
-200.0,200,11.24892
-200.0,200,11.340858
-200.0,200,11.473941
-200.0,200,11.580608
-200.0,200,11.688939
-200.0,200,11.783778
-200.0,200,11.881408
-200.0,200,11.978148
-200.0,200,12.086717
-200.0,200,12.191477
-200.0,200,12.300434
-200.0,200,12.401451
-200.0,200,12.514883
-200.0,200,12.618492
-200.0,200,12.723126
-200.0,200,12.82814
-200.0,200,12.930987
-200.0,200,13.029871
-200.0,200,13.136765
-200.0,200,13.236528
-200.0,200,13.341455
-200.0,200,13.442113
-200.0,200,13.562754
-200.0,200,13.665287
-200.0,200,13.76566
-200.0,200,13.860409
-200.0,200,13.964318
-200.0,200,14.058411
-200.0,200,14.165014
-200.0,200,14.262004
-200.0,200,14.357841
-200.0,200,14.451313
-200.0,200,14.557014
-200.0,200,14.657945
-200.0,200,14.763974
-200.0,200,14.862617
-200.0,200,14.968364
-200.0,200,15.067186
-200.0,200,15.171007
-200.0,200,15.272277
-200.0,200,15.378403
-200.0,200,15.479925
-200.0,200,15.595834
-200.0,200,15.697613
-200.0,200,15.796372
-200.0,200,15.889945
-200.0,200,15.988637
-200.0,200,16.096591
-200.0,200,16.200126
-200.0,200,16.297916
-200.0,200,16.402745
-200.0,200,16.503638
-200.0,200,16.610684
-200.0,200,16.710067
-200.0,200,16.813761
-200.0,200,16.907444
-200.0,200,17.008262
-200.0,200,17.103037
-200.0,200,17.215191
-200.0,200,17.31373
-200.0,200,17.424701
-196.0,196,17.524297
-200.0,200,17.637302
-200.0,200,17.740158
-200.0,200,17.839907
-200.0,200,17.930378
-200.0,200,18.028641
-200.0,200,18.124132
-200.0,200,18.233138
-200.0,200,18.326053
-200.0,200,18.423586
-200.0,200,18.52185
-200.0,200,18.6289
-200.0,200,18.726913
-200.0,200,18.834005
-187.0,187,18.92641
