#{"t_start": 1750351776.5519674, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.041
-200.0,200,0.080093
-200.0,200,0.121386
-200.0,200,0.159607
-200.0,200,0.190788
-200.0,200,0.329899
-200.0,200,0.461782
-200.0,200,0.680472
-200.0,200,0.857119
-200.0,200,1.012384
-200.0,200,1.180442
-200.0,200,1.345032
-200.0,200,1.511199
-200.0,200,1.670503
-200.0,200,1.818396
-200.0,200,1.965167
-200.0,200,2.137328
-200.0,200,2.30485
-200.0,200,2.483263
-200.0,200,2.644342
-200.0,200,2.812248
-200.0,200,2.953048
-200.0,200,3.090084
-200.0,200,3.244077
-200.0,200,3.408733
-200.0,200,3.568081
-200.0,200,3.710129
-200.0,200,3.856088
-200.0,200,4.017354
-200.0,200,4.153357
-200.0,200,4.291198
-200.0,200,4.453593
-200.0,200,4.620555
-200.0,200,4.768023
-200.0,200,4.930007
-200.0,200,5.098636
-200.0,200,5.275667
-200.0,200,5.440992
-200.0,200,5.653471
-200.0,200,5.807595
-200.0,200,5.979583
-200.0,200,6.146162
-200.0,200,6.330485
-185.0,185,6.492834
-200.0,200,6.650058
-200.0,200,6.819338
-193.0,193,6.967428
-200.0,200,7.093075
-200.0,200,7.239092
-200.0,200,7.370919
-200.0,200,7.525867
-200.0,200,7.656468
-200.0,200,7.81164
-200.0,200,7.938343
-200.0,200,8.099305
-200.0,200,8.255845
-200.0,200,8.422836
-200.0,200,8.590891
-200.0,200,8.760873
-200.0,200,8.904616
-200.0,200,9.042412
-200.0,200,9.169313
-200.0,200,9.306295
-200.0,200,9.435156
-200.0,200,9.568824
-200.0,200,9.697659
-200.0,200,9.834591
-200.0,200,9.961626
-200.0,200,10.10083
-200.0,200,10.245015
-200.0,200,10.381066
-200.0,200,10.52286
-200.0,200,10.688442
-200.0,200,10.842541
-200.0,200,11.005591
-200.0,200,11.131259
-200.0,200,11.275884
-200.0,200,11.404784
-200.0,200,11.538561
-200.0,200,11.664124
-200.0,200,11.797906
-200.0,200,11.925393
-200.0,200,12.059806
-200.0,200,12.199614
-200.0,200,12.340238
-200.0,200,12.474023
-200.0,200,12.63633
-200.0,200,12.789074
-200.0,200,12.948009
-200.0,200,13.076093
-200.0,200,13.21479
-200.0,200,13.342551
-200.0,200,13.50679
-200.0,200,13.677704
-200.0,200,13.834074
-200.0,200,13.958137
-200.0,200,14.091731
-200.0,200,14.230862
-200.0,200,14.374705
-200.0,200,14.505755
-200.0,200,14.656012
-200.0,200,14.802406
-200.0,200,14.96973
-200.0,200,15.127582
-200.0,200,15.295195
-194.0,194,15.438343
-200.0,200,15.56321
-200.0,200,15.713364
-200.0,200,15.85324
-200.0,200,15.985147
-200.0,200,16.156499
-200.0,200,16.327875
-200.0,200,16.501756
-200.0,200,16.658263
-200.0,200,16.840197
-200.0,200,17.00718
-200.0,200,17.164169
-200.0,200,17.316008
-200.0,200,17.468249
-200.0,200,17.635209
-200.0,200,17.795221
-200.0,200,17.972002
-200.0,200,18.130942
-200.0,200,18.298112
-200.0,200,18.455887
-200.0,200,18.608319
-200.0,200,18.737802
-200.0,200,18.882039
-200.0,200,19.019815
-200.0,200,19.180541
-200.0,200,19.335725
-200.0,200,19.494649
-200.0,200,19.651726
-200.0,200,19.808888
-200.0,200,19.958815
-200.0,200,20.104739
-200.0,200,20.254928
-200.0,200,20.418053
-200.0,200,20.567973
-200.0,200,20.719068
-200.0,200,20.875837
-200.0,200,21.013736
-200.0,200,21.172988
-200.0,200,21.343748
-200.0,200,21.496757
-200.0,200,21.670252
-200.0,200,21.83406
-200.0,200,22.005415
-200.0,200,22.13313
-200.0,200,22.282801
-200.0,200,22.413623
-200.0,200,22.56182
-200.0,200,22.691646
-200.0,200,22.857507
-200.0,200,23.020796
-200.0,200,23.195092
-200.0,200,23.348591
-200.0,200,23.533576
-200.0,200,23.721388
-200.0,200,23.872093
-200.0,200,24.007551
-200.0,200,24.152876
-200.0,200,24.305657
-200.0,200,24.474856
-200.0,200,24.626642
-200.0,200,24.761401
-200.0,200,24.912141
-200.0,200,25.082598
-200.0,200,25.238769
-200.0,200,25.398161
-200.0,200,25.549416
-200.0,200,25.712023
-200.0,200,25.856458
-200.0,200,26.03323
-200.0,200,26.194223
-200.0,200,26.362933
-200.0,200,26.533494
-200.0,200,26.705242
-200.0,200,26.867973
-200.0,200,27.038834
-200.0,200,27.20114
-200.0,200,27.373359
-200.0,200,27.566272
-200.0,200,27.709253
-200.0,200,27.86434
-200.0,200,28.083533
-200.0,200,28.263991
-200.0,200,28.482371
-200.0,200,28.678582
-200.0,200,28.883539
-200.0,200,29.019422
-200.0,200,29.185035
-200.0,200,29.35775
-200.0,200,29.513737
-200.0,200,29.700771
-200.0,200,29.884107
-200.0,200,30.067746
-200.0,200,30.290888
-200.0,200,30.457561
-200.0,200,30.65522
-200.0,200,30.812537
-200.0,200,30.949042
-200.0,200,31.077808
-200.0,200,31.242117
-200.0,200,31.408861
-200.0,200,31.579792
-200.0,200,31.732966
-200.0,200,31.909994
-200.0,200,32.053843
-200.0,200,32.221381
-200.0,200,32.374224
-200.0,200,32.552257
-200.0,200,32.777758
-200.0,200,33.019214
-200.0,200,33.177094
-200.0,200,33.358749
-200.0,200,33.540118
-200.0,200,33.734423
-200.0,200,33.909476
-200.0,200,34.045411
-200.0,200,34.177063
-175.0,175,34.331281
-200.0,200,34.513548
