#{"t_start": 1751335174.6776555, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,1.691155
-200.0,200,1.796994
-200.0,200,1.896307
-200.0,200,2.004726
-200.0,200,2.107658
-200.0,200,2.421282
-200.0,200,2.67104
-200.0,200,2.913774
-200.0,200,3.171129
-200.0,200,3.412876
-200.0,200,3.665467
-200.0,200,3.905766
-200.0,200,4.161264
-200.0,200,4.412225
-200.0,200,4.673353
-200.0,200,4.959222
-200.0,200,5.244863
-200.0,200,5.67388
-200.0,200,6.058658
-200.0,200,6.381433
-200.0,200,6.710221
-200.0,200,7.010141
-200.0,200,7.30883
-200.0,200,7.628333
-200.0,200,7.92464
-200.0,200,8.267102
-200.0,200,8.581787
-200.0,200,8.916304
-200.0,200,9.24868
-200.0,200,9.582716
-200.0,200,9.885398
-200.0,200,10.142032
-200.0,200,10.427745
-200.0,200,10.669764
-200.0,200,10.961097
-200.0,200,11.202203
-200.0,200,11.481565
-200.0,200,11.751939
-200.0,200,12.048428
-200.0,200,12.307708
-200.0,200,12.60779
-200.0,200,12.855121
-200.0,200,13.120977
-200.0,200,13.367887
-200.0,200,13.631541
-200.0,200,13.951065
-200.0,200,14.222416
-200.0,200,14.471293
-200.0,200,14.731378
-200.0,200,15.006398
-200.0,200,15.284925
-200.0,200,15.532626
-200.0,200,15.791527
-200.0,200,16.071324
-200.0,200,16.331367
-200.0,200,16.649626
-200.0,200,16.966378
-200.0,200,17.231707
-200.0,200,17.497895
-200.0,200,17.749634
-200.0,200,18.021607
-200.0,200,18.272975
-200.0,200,18.551115
-200.0,200,18.79339
-200.0,200,19.064085
-200.0,200,19.333943
-200.0,200,19.609781
-200.0,200,19.907196
-200.0,200,20.18355
-200.0,200,20.486094
-200.0,200,20.801444
-200.0,200,21.18451
-200.0,200,21.552855
-200.0,200,21.885655
-200.0,200,22.205992
-200.0,200,22.542001
-200.0,200,22.906661
-200.0,200,23.203336
-200.0,200,23.559389
-200.0,200,23.871495
-200.0,200,24.21114
-200.0,200,24.474917
-200.0,200,24.806999
-200.0,200,25.281208
-200.0,200,25.575075
-200.0,200,25.887996
-200.0,200,26.223293
-200.0,200,26.520976
-200.0,200,26.888449
-200.0,200,27.30495
-200.0,200,27.698316
-200.0,200,28.016206
-200.0,200,28.351075
-200.0,200,28.64146
-200.0,200,28.996291
-200.0,200,29.285795
-200.0,200,29.602394
-200.0,200,29.933309
-200.0,200,30.25324
-200.0,200,30.561306
-200.0,200,30.823822
-200.0,200,31.073011
-200.0,200,31.331203
-200.0,200,31.588864
-200.0,200,31.981256
-200.0,200,32.405886
-200.0,200,32.718632
-200.0,200,33.028701
-200.0,200,33.321258
-200.0,200,33.581
-200.0,200,33.871425
-200.0,200,34.117412
-200.0,200,34.463976
-200.0,200,34.726469
-200.0,200,35.041253
-200.0,200,35.350993
-200.0,200,35.63106
-200.0,200,35.891255
-200.0,200,36.219133
-200.0,200,36.491303
-200.0,200,36.758892
-200.0,200,37.031061
-200.0,200,37.371372
-168.0,168,37.571322
-200.0,200,37.876067
-200.0,200,38.152341
-200.0,200,38.441555
-176.0,176,38.692878
-186.0,186,38.979479
-200.0,200,39.25668
-200.0,200,39.535475
-200.0,200,39.823093
-168.0,168,40.073492
-171.0,171,40.306245
-200.0,200,40.593382
-200.0,200,40.858751
-200.0,200,41.141291
-200.0,200,41.418722
-200.0,200,41.821102
-200.0,200,42.26019
-200.0,200,42.66526
-200.0,200,43.084296
-192.0,192,43.451319
-185.0,185,43.787506
-197.0,197,44.089916
-167.0,167,44.338238
-199.0,199,44.632198
-200.0,200,44.944386
-141.0,141,45.138945
-183.0,183,45.41179
-163.0,163,45.645858
-168.0,168,45.902195
-200.0,200,46.218642
-148.0,148,46.472709
-157.0,157,46.706253
-167.0,167,46.942106
-164.0,164,47.198438
-170.0,170,47.460008
-174.0,174,47.758975
-196.0,196,48.102303
-188.0,188,48.442475
-138.0,138,48.651301
-145.0,145,48.872723
-163.0,163,49.109009
-168.0,168,49.373731
-137.0,137,49.556507
-142.0,142,49.79101
-154.0,154,50.02636
-164.0,164,50.259607
-200.0,200,50.55102
-146.0,146,50.771843
-200.0,200,51.055887
-194.0,194,51.346537
-200.0,200,51.666537
-198.0,198,51.997276
-168.0,168,52.251132
-173.0,173,52.492178
-136.0,136,52.696587
-138.0,138,52.902566
-155.0,155,53.127577
-134.0,134,53.326649
-138.0,138,53.516354
-142.0,142,53.726674
-195.0,195,54.023255
-138.0,138,54.229617
-167.0,167,54.465878
-156.0,156,54.707797
-200.0,200,55.039741
-200.0,200,55.33645
-194.0,194,55.692273
-200.0,200,56.049809
-170.0,170,56.293517
-167.0,167,56.550026
-131.0,131,56.73439
-152.0,152,56.945069
-200.0,200,57.262395
-199.0,199,57.556324
-195.0,195,57.882863
-161.0,161,58.137354
-165.0,165,58.400101
-160.0,160,58.63836
-164.0,164,58.918614
-161.0,161,59.271538
-137.0,137,59.501659
-136.0,136,59.696929
-167.0,167,59.959455
-164.0,164,60.219491
-192.0,192,60.518865
-135.0,135,60.705305
-166.0,166,60.969957
-167.0,167,61.210098
-194.0,194,61.532298
-170.0,170,61.848833
-200.0,200,62.199547
-140.0,140,62.407831
-200.0,200,62.747637
-196.0,196,63.061107
-142.0,142,63.276162
-194.0,194,63.575953
-186.0,186,63.869896
-165.0,165,64.121879
-200.0,200,64.465352
-195.0,195,64.816558
-199.0,199,65.126479
-200.0,200,65.471923
-200.0,200,65.822577
-198.0,198,66.176897
-200.0,200,66.552237
-199.0,199,66.935941
-200.0,200,67.268503
-198.0,198,67.595851
-162.0,162,67.844673
-198.0,198,68.169217
-200.0,200,68.489156
-165.0,165,68.74523
-165.0,165,69.002873
-166.0,166,69.251136
-200.0,200,69.573461
-200.0,200,69.897332
-170.0,170,70.162623
-200.0,200,70.505633
-196.0,196,70.861048
-200.0,200,71.178443
-141.0,141,71.389506
-139.0,139,71.601117
-200.0,200,71.918426
-198.0,198,72.259355
-200.0,200,72.627275
-169.0,169,72.901196
-200.0,200,73.205447
-151.0,151,73.448947
-200.0,200,73.779036
-194.0,194,74.083835
-138.0,138,74.297649
-141.0,141,74.526169
-164.0,164,74.862657
-146.0,146,75.118811
-181.0,181,75.44988
-200.0,200,75.806518
-161.0,161,76.049835
-166.0,166,76.299139
-139.0,139,76.610176
-200.0,200,77.019216
-171.0,171,77.433317
-199.0,199,77.805365
-165.0,165,78.082249
-200.0,200,78.417689
-170.0,170,78.717412
-200.0,200,79.023024
-168.0,168,79.28253
-166.0,166,79.526392
-143.0,143,79.767977
-195.0,195,80.075415
-172.0,172,80.356294
-200.0,200,80.691894
