#{"t_start": 1750230301.581045, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,151.298449
-200.0,200,151.401381
-200.0,200,151.502388
-200.0,200,151.604062
-200.0,200,151.705989
-200.0,200,151.858101
-200.0,200,152.02115
-200.0,200,152.189662
-200.0,200,152.367679
-200.0,200,152.542176
-200.0,200,152.738282
-200.0,200,152.970618
-200.0,200,153.207216
-200.0,200,153.425826
-200.0,200,153.622716
-200.0,200,153.78663
-200.0,200,154.015068
-200.0,200,154.189224
-200.0,200,154.384378
-200.0,200,154.595565
-200.0,200,154.778377
-200.0,200,154.959583
-200.0,200,155.167719
-200.0,200,155.346146
-200.0,200,155.531633
-200.0,200,155.712054
-200.0,200,155.888679
-200.0,200,156.063905
-200.0,200,156.255718
-200.0,200,156.431822
-200.0,200,156.609864
-200.0,200,156.765281
-200.0,200,156.928207
-200.0,200,157.121267
-200.0,200,157.30855
-200.0,200,157.496685
-200.0,200,157.681185
-200.0,200,157.852895
-200.0,200,158.038697
-200.0,200,158.220366
-200.0,200,158.399144
-200.0,200,158.57393
-200.0,200,158.753569
-200.0,200,158.91466
-200.0,200,159.102446
-200.0,200,159.276486
-200.0,200,159.440655
-200.0,200,159.598764
-200.0,200,159.764117
-200.0,200,159.91921
-200.0,200,160.083208
-200.0,200,160.24104
-200.0,200,160.413775
-200.0,200,160.56774
-200.0,200,160.745299
-99.0,99,160.812899
-200.0,200,160.975229
-200.0,200,161.160155
-200.0,200,161.353739
-200.0,200,161.528866
-200.0,200,161.70475
-200.0,200,161.881002
-200.0,200,162.058672
-200.0,200,162.23201
-200.0,200,162.398329
-200.0,200,162.566658
-200.0,200,162.757419
-200.0,200,162.935019
-200.0,200,163.120347
-200.0,200,163.310199
-200.0,200,163.494731
-172.0,172,163.637871
-200.0,200,163.822356
-200.0,200,163.991686
-200.0,200,164.179464
-200.0,200,164.350977
-200.0,200,164.557617
-200.0,200,164.777501
-200.0,200,164.984504
-200.0,200,165.163361
-200.0,200,165.348764
-200.0,200,165.524157
-200.0,200,165.709819
-200.0,200,165.876031
-200.0,200,166.038989
-200.0,200,166.200935
-200.0,200,166.387294
-200.0,200,166.565991
-200.0,200,166.747689
-200.0,200,166.925855
-200.0,200,167.127383
-200.0,200,167.343871
-200.0,200,167.532766
-200.0,200,167.691132
-200.0,200,167.874204
-200.0,200,168.052066
-200.0,200,168.247044
-200.0,200,168.40911
-200.0,200,168.573267
-200.0,200,168.737907
-200.0,200,168.929668
-200.0,200,169.108574
-200.0,200,169.320816
-200.0,200,169.486841
-200.0,200,169.660538
-200.0,200,169.829966
-200.0,200,169.996598
-200.0,200,170.155513
-200.0,200,170.32753
-200.0,200,170.509839
-200.0,200,170.694154
-133.0,133,170.798885
-200.0,200,170.984262
-200.0,200,171.192846
-199.0,199,171.426234
-200.0,200,171.631555
-171.0,171,171.77604
-200.0,200,171.953762
-200.0,200,172.180432
-200.0,200,172.348268
-200.0,200,172.539585
-200.0,200,172.723322
-200.0,200,172.90851
-200.0,200,173.087623
-200.0,200,173.259095
-200.0,200,173.428795
-200.0,200,173.598129
-200.0,200,173.761211
-200.0,200,173.927439
-200.0,200,174.089501
-200.0,200,174.260744
-200.0,200,174.440485
-200.0,200,174.612883
-200.0,200,174.774121
-200.0,200,174.958648
-200.0,200,175.139577
-122.0,122,175.239485
-200.0,200,175.412065
-200.0,200,175.599514
-200.0,200,175.775169
-200.0,200,175.958592
-196.0,196,176.118203
-147.0,147,176.234224
-200.0,200,176.414283
-200.0,200,176.59148
-200.0,200,176.757879
-200.0,200,176.919259
-200.0,200,177.085468
-200.0,200,177.263321
-200.0,200,177.449687
-200.0,200,177.633571
-200.0,200,177.805561
-200.0,200,177.966154
-200.0,200,178.132286
-200.0,200,178.296415
-200.0,200,178.467836
-200.0,200,178.624875
-200.0,200,178.809597
-200.0,200,178.974958
-200.0,200,179.139125
-125.0,125,179.228981
-200.0,200,179.40231
-200.0,200,179.592669
-200.0,200,179.774522
-200.0,200,179.960128
-200.0,200,180.15379
-200.0,200,180.37939
-200.0,200,180.594128
-200.0,200,180.806033
-200.0,200,180.985399
-200.0,200,181.161309
-200.0,200,181.366379
-200.0,200,181.532676
-200.0,200,181.708152
-200.0,200,181.894411
-167.0,167,182.034706
-200.0,200,182.218999
-200.0,200,182.399574
-200.0,200,182.580142
-134.0,134,182.685713
-200.0,200,182.874037
-200.0,200,183.053599
-156.0,156,183.185423
-200.0,200,183.363381
-200.0,200,183.538565
-200.0,200,183.724136
-200.0,200,183.898679
-200.0,200,184.074163
