#{"t_start": 1750222453.0690536, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.072625
-200.0,200,0.091728
-200.0,200,0.111828
-200.0,200,0.132033
-200.0,200,0.153192
-200.0,200,0.248296
-200.0,200,0.355255
-200.0,200,0.472958
-200.0,200,0.621127
-200.0,200,0.763199
-200.0,200,0.91144
-200.0,200,1.027418
-200.0,200,1.124514
-200.0,200,1.255733
-200.0,200,1.368326
-200.0,200,1.473905
-200.0,200,1.618051
-200.0,200,1.726753
-200.0,200,1.842527
-200.0,200,1.947794
-200.0,200,2.058337
-200.0,200,2.155463
-200.0,200,2.265712
-200.0,200,2.358479
-200.0,200,2.458994
-200.0,200,2.562976
-200.0,200,2.661899
-200.0,200,2.766761
-200.0,200,2.874079
-200.0,200,2.974718
-200.0,200,3.083402
-200.0,200,3.18727
-200.0,200,3.292271
-200.0,200,3.394121
-200.0,200,3.508291
-200.0,200,3.613079
-200.0,200,3.722597
-200.0,200,3.825671
-200.0,200,3.923551
-200.0,200,4.017485
-200.0,200,4.127241
-200.0,200,4.229181
-200.0,200,4.336829
-200.0,200,4.439522
-183.0,183,4.545688
-200.0,200,4.645509
-186.0,186,4.743527
-200.0,200,4.85017
-200.0,200,4.951032
-200.0,200,5.046958
-200.0,200,5.14034
-188.0,188,5.236549
-200.0,200,5.331278
-200.0,200,5.435086
-200.0,200,5.540718
-200.0,200,5.656943
-200.0,200,5.770351
-200.0,200,5.878988
-200.0,200,5.984655
-200.0,200,6.085368
-200.0,200,6.190933
-200.0,200,6.299802
-200.0,200,6.400908
-200.0,200,6.50946
-200.0,200,6.612017
-200.0,200,6.720001
-200.0,200,6.822905
-200.0,200,6.935177
-200.0,200,7.030827
-200.0,200,7.143859
-200.0,200,7.240568
-200.0,200,7.342171
-200.0,200,7.434222
-200.0,200,7.542962
-200.0,200,7.650203
-200.0,200,7.773171
-200.0,200,7.869047
-200.0,200,7.967716
-200.0,200,8.061522
-200.0,200,8.1627
-200.0,200,8.258384
-200.0,200,8.36019
-200.0,200,8.45472
-200.0,200,8.579953
-200.0,200,8.676072
-200.0,200,8.784487
-200.0,200,8.879502
-200.0,200,8.980094
-200.0,200,9.07366
-200.0,200,9.174398
-200.0,200,9.27243
-200.0,200,9.372278
-200.0,200,9.46617
-200.0,200,9.580159
-200.0,200,9.6995
-200.0,200,9.831124
-200.0,200,9.9431
-200.0,200,10.086187
-200.0,200,10.2011
-200.0,200,10.317107
-200.0,200,10.424103
-200.0,200,10.52826
-200.0,200,10.640206
-200.0,200,10.752918
-200.0,200,10.876902
-200.0,200,10.986691
-200.0,200,11.091672
-200.0,200,11.199631
-200.0,200,11.307405
-200.0,200,11.416202
-200.0,200,11.522174
-200.0,200,11.627291
-200.0,200,11.733383
-200.0,200,11.856665
-200.0,200,11.957181
-200.0,200,12.06574
-200.0,200,12.16872
-200.0,200,12.267692
-200.0,200,12.360139
-200.0,200,12.470014
-200.0,200,12.601223
-200.0,200,12.70108
-200.0,200,12.794841
-200.0,200,12.903535
-200.0,200,12.997338
-200.0,200,13.104394
-200.0,200,13.207493
-200.0,200,13.315417
-200.0,200,13.416653
-200.0,200,13.527922
-200.0,200,13.633269
-200.0,200,13.739938
-200.0,200,13.841866
-200.0,200,13.961589
-200.0,200,14.062415
-200.0,200,14.171713
-200.0,200,14.270545
-200.0,200,14.375114
-200.0,200,14.478563
-200.0,200,14.594746
-200.0,200,14.696569
-200.0,200,14.803363
-200.0,200,14.903912
-200.0,200,15.011814
-200.0,200,15.111665
-200.0,200,15.219475
-200.0,200,15.31843
-200.0,200,15.429358
-200.0,200,15.539715
-200.0,200,15.646975
