#{"t_start": 1751340366.03577, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.251642
-200.0,200,0.488079
-200.0,200,0.728906
-200.0,200,0.973826
-200.0,200,1.204349
-200.0,200,1.921543
-200.0,200,2.693638
-200.0,200,3.50385
-200.0,200,4.393272
-200.0,200,5.0863
-200.0,200,5.857307
-200.0,200,6.569426
-200.0,200,7.309324
-200.0,200,8.008857
-200.0,200,8.708376
-200.0,200,9.458562
-200.0,200,10.276399
-200.0,200,11.009853
-200.0,200,11.736331
-200.0,200,12.433338
-200.0,200,13.146887
-200.0,200,13.853349
-200.0,200,14.580418
-200.0,200,15.295102
-200.0,200,16.03935
-200.0,200,16.816913
-200.0,200,17.611862
-200.0,200,18.326294
-200.0,200,19.068374
-200.0,200,19.771919
-200.0,200,20.582874
-200.0,200,21.273456
-200.0,200,22.031446
-200.0,200,22.730845
-200.0,200,23.455321
-200.0,200,24.149884
-200.0,200,24.886878
-200.0,200,25.583818
-200.0,200,26.36495
-200.0,200,27.041244
-200.0,200,27.752913
-200.0,200,28.456316
-200.0,200,29.192348
-200.0,200,29.883415
-200.0,200,30.619436
-200.0,200,31.611731
-200.0,200,32.386344
-200.0,200,33.111842
-200.0,200,33.898872
-200.0,200,34.61378
-200.0,200,35.328832
-200.0,200,36.001052
-200.0,200,36.740854
-200.0,200,37.421875
-200.0,200,38.192673
-200.0,200,38.982383
-200.0,200,39.688438
-200.0,200,40.400318
-200.0,200,41.124015
-200.0,200,41.813882
-177.0,177,42.472941
-200.0,200,43.168359
-200.0,200,43.95241
-200.0,200,44.638906
-200.0,200,45.439432
-200.0,200,46.126342
-200.0,200,46.898353
-200.0,200,47.653137
-200.0,200,48.377343
-200.0,200,49.068352
-200.0,200,49.807152
-200.0,200,50.48246
-200.0,200,51.209905
-200.0,200,51.900934
-200.0,200,52.658468
-129.0,129,53.078596
-200.0,200,53.753375
-200.0,200,54.477155
-200.0,200,55.19386
-200.0,200,55.951372
-200.0,200,56.635483
-200.0,200,57.363907
-200.0,200,58.056368
-200.0,200,59.086314
-200.0,200,59.775283
-200.0,200,60.548869
-200.0,200,61.317349
-200.0,200,62.043748
-200.0,200,62.836985
-200.0,200,63.563026
-200.0,200,64.25016
-200.0,200,64.98702
-200.0,200,65.78605
-200.0,200,66.513713
-200.0,200,67.214951
-200.0,200,67.981052
-200.0,200,68.659845
-200.0,200,69.380849
-200.0,200,70.073368
-200.0,200,70.885338
-200.0,200,71.573948
-200.0,200,72.300754
-200.0,200,73.004336
-200.0,200,73.753749
-200.0,200,74.459876
-200.0,200,75.282275
-200.0,200,75.995317
-200.0,200,76.812383
-200.0,200,77.509687
-200.0,200,78.23989
-200.0,200,78.931263
-200.0,200,79.685189
-200.0,200,80.388402
-200.0,200,81.160841
-200.0,200,81.853909
-200.0,200,82.610391
-200.0,200,83.308857
-200.0,200,84.029977
-200.0,200,84.709359
-200.0,200,85.548605
-200.0,200,86.446339
-200.0,200,87.177393
-200.0,200,87.867062
-200.0,200,88.892239
-200.0,200,89.573526
-200.0,200,90.30097
-200.0,200,90.983918
-200.0,200,91.725368
-200.0,200,92.439529
-200.0,200,93.292045
-200.0,200,94.073455
-200.0,200,94.823403
-200.0,200,95.504095
-200.0,200,96.213356
-200.0,200,96.908395
-200.0,200,97.641431
-200.0,200,98.324399
-200.0,200,99.043418
-195.0,195,99.723626
-200.0,200,100.507371
-200.0,200,101.223377
-200.0,200,101.921143
-200.0,200,102.738414
-200.0,200,103.431681
-200.0,200,104.16494
-200.0,200,104.86936
-200.0,200,105.571372
-200.0,200,106.245017
-200.0,200,107.007028
-200.0,200,107.68138
-200.0,200,108.40644
-200.0,200,109.094383
-200.0,200,109.883014
-187.0,187,110.509894
-144.0,144,111.063933
-200.0,200,111.797611
-173.0,173,112.416301
-200.0,200,113.147372
-200.0,200,114.056688
-200.0,200,114.769048
-196.0,196,115.523874
-200.0,200,116.220417
-200.0,200,116.941385
-200.0,200,117.616028
-200.0,200,118.370095
-151.0,151,118.917376
-200.0,200,119.620865
-200.0,200,120.369914
-200.0,200,121.124411
-200.0,200,121.877373
-200.0,200,122.563977
-162.0,162,123.132764
-136.0,136,123.566941
-200.0,200,124.310681
-200.0,200,125.091418
-200.0,200,125.806328
-200.0,200,126.495443
-176.0,176,127.160768
-200.0,200,127.909595
-200.0,200,128.597366
-200.0,200,129.318024
-200.0,200,130.061931
-200.0,200,130.829039
-200.0,200,131.506395
-135.0,135,131.960371
-200.0,200,132.650558
-200.0,200,133.479485
-200.0,200,134.178594
-200.0,200,134.930413
-200.0,200,135.643934
-200.0,200,136.586245
-200.0,200,137.322398
-200.0,200,138.085016
-200.0,200,138.880128
-200.0,200,139.638922
-200.0,200,140.33946
-200.0,200,141.24496
-200.0,200,141.947015
-168.0,168,142.569707
-200.0,200,143.324402
-200.0,200,144.045327
-200.0,200,144.870927
-200.0,200,145.625619
-200.0,200,146.426062
-200.0,200,147.207378
-191.0,191,147.867379
-200.0,200,148.68517
-200.0,200,149.4539
-200.0,200,150.171966
-200.0,200,150.902824
-200.0,200,151.70642
-200.0,200,152.405255
-200.0,200,153.1252
-200.0,200,153.802906
-200.0,200,154.550081
-177.0,177,155.158916
-200.0,200,155.879384
-197.0,197,156.565405
-200.0,200,157.310626
-164.0,164,157.955049
-200.0,200,158.640882
-200.0,200,159.354129
-200.0,200,160.031521
-200.0,200,160.789661
-200.0,200,161.461625
-200.0,200,162.223766
-200.0,200,162.922428
-200.0,200,163.669441
-153.0,153,164.150544
-200.0,200,164.892528
-200.0,200,165.628443
-200.0,200,166.360681
-200.0,200,167.059427
-200.0,200,167.778312
-200.0,200,168.663074
-200.0,200,169.409494
-200.0,200,170.117108
-167.0,167,170.801771
-190.0,190,171.427167
-200.0,200,172.14499
-185.0,185,172.841434
-200.0,200,173.525947
-200.0,200,174.236436
-200.0,200,175.0185
-180.0,180,175.721902
-200.0,200,176.452558
-200.0,200,177.14521
-200.0,200,177.861974
-181.0,181,178.548485
-123.0,123,178.965645
-200.0,200,179.663956
-200.0,200,180.380912
-200.0,200,181.068151
-176.0,176,181.705951
-200.0,200,182.519394
-190.0,190,183.219922
-200.0,200,183.896329
-129.0,129,184.33392
-167.0,167,185.029931
-200.0,200,185.721665
-200.0,200,186.516946
-200.0,200,187.210922
-200.0,200,187.973477
-169.0,169,188.544448
-127.0,127,188.97199
-200.0,200,189.707473
-200.0,200,190.407127
-200.0,200,191.14993
-200.0,200,191.845618
-200.0,200,192.562917
-115.0,115,192.93244
-200.0,200,193.655421
-153.0,153,194.198575
-200.0,200,194.903622
-180.0,180,195.72747
-156.0,156,196.399559
-200.0,200,197.123288
-200.0,200,197.853941
-200.0,200,198.638412
-200.0,200,199.326137
-198.0,198,200.136441
-200.0,200,200.833429
-200.0,200,201.543478
-200.0,200,202.241487
-198.0,198,203.10397
-200.0,200,203.819925
-130.0,130,204.261429
-200.0,200,204.983922
-153.0,153,205.532517
-186.0,186,206.215211
-144.0,144,206.687425
-200.0,200,207.377048
-196.0,196,208.109673
-200.0,200,208.837458
-168.0,168,209.42506
-200.0,200,210.114002
-200.0,200,210.827443
-186.0,186,211.441943
-124.0,124,211.88696
-200.0,200,212.739046
-200.0,200,213.419932
-160.0,160,214.013899
-200.0,200,214.771466
-200.0,200,215.466113
-178.0,178,216.081448
-193.0,193,216.755047
-200.0,200,217.487515
-200.0,200,218.183473
-171.0,171,218.802814
-200.0,200,219.474449
-172.0,172,220.058682
-200.0,200,220.817955
-200.0,200,221.49195
-200.0,200,222.202551
-128.0,128,222.638541
-200.0,200,223.569456
-200.0,200,224.281957
-200.0,200,224.999492
-180.0,180,225.719507
-200.0,200,226.513443
-200.0,200,227.273474
-173.0,173,227.873636
-200.0,200,228.603464
-200.0,200,229.30177
-143.0,143,229.8772
-200.0,200,230.667136
-135.0,135,231.110913
-141.0,141,231.582484
-200.0,200,232.271557
-200.0,200,233.020915
-200.0,200,233.696427
-200.0,200,234.429057
-154.0,154,234.964491
-200.0,200,235.677489
-175.0,175,236.302481
-186.0,186,236.976423
-200.0,200,237.646447
-200.0,200,238.405492
-168.0,168,238.965261
-169.0,169,239.577446
-200.0,200,240.366025
-200.0,200,241.086987
-200.0,200,241.880936
-200.0,200,242.607464
-158.0,158,243.157442
-165.0,165,243.70385
-149.0,149,244.205174
-197.0,197,244.952491
-145.0,145,245.426023
-200.0,200,246.181535
-200.0,200,246.910273
-178.0,178,247.561967
-200.0,200,248.246817
-150.0,150,248.780004
-166.0,166,249.336074
-134.0,134,249.759583
-153.0,153,250.309066
-200.0,200,251.210709
-200.0,200,251.935507
-158.0,158,252.478992
-92.0,92,252.865672
-200.0,200,253.583995
-173.0,173,254.178124
-161.0,161,254.72156
-200.0,200,255.479113
-200.0,200,256.208786
-170.0,170,256.859903
