#{"t_start": 1750347744.982846, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.026002
-200.0,200,0.039998
-200.0,200,0.054998
-200.0,200,0.07
-200.0,200,0.082997
-200.0,200,0.216997
-200.0,200,0.366999
-200.0,200,0.499001
-200.0,200,0.654006
-200.0,200,0.826003
-200.0,200,0.989003
-200.0,200,1.117997
-200.0,200,1.296
-200.0,200,1.471998
-200.0,200,1.615002
-200.0,200,1.753999
-200.0,200,1.892003
-200.0,200,2.037008
-200.0,200,2.210998
-200.0,200,2.349001
-200.0,200,2.491006
-200.0,200,2.623
-200.0,200,2.783003
-200.0,200,2.909526
-200.0,200,3.072528
-200.0,200,3.265522
-200.0,200,3.421523
-200.0,200,3.611524
-200.0,200,3.770527
-200.0,200,3.926529
-200.0,200,4.06953
-200.0,200,4.204526
-200.0,200,4.341527
-200.0,200,4.547526
-200.0,200,4.739522
-200.0,200,4.875528
-200.0,200,5.016526
-200.0,200,5.137524
-200.0,200,5.269522
-200.0,200,5.388522
-200.0,200,5.569524
-200.0,200,5.782525
-200.0,200,6.017527
-200.0,200,6.160525
-200.0,200,6.278524
-200.0,200,6.441522
-200.0,200,6.609525
-200.0,200,6.732525
-200.0,200,6.865522
-200.0,200,6.987525
-200.0,200,7.111532
-200.0,200,7.227532
-200.0,200,7.341522
-200.0,200,7.474535
-200.0,200,7.60954
-200.0,200,7.734522
-200.0,200,7.902526
-200.0,200,8.050523
-200.0,200,8.228524
-200.0,200,8.36353
-200.0,200,8.508526
-200.0,200,8.668525
-200.0,200,8.847523
-200.0,200,8.979525
-200.0,200,9.123525
-200.0,200,9.270526
-200.0,200,9.430523
-200.0,200,9.551524
-200.0,200,9.672522
-200.0,200,9.783522
-200.0,200,9.909525
-200.0,200,10.067522
-200.0,200,10.217525
-200.0,200,10.341526
-200.0,200,10.513525
-200.0,200,10.709526
-200.0,200,10.864526
-200.0,200,11.031524
-200.0,200,11.175523
-200.0,200,11.317525
-200.0,200,11.468543
-200.0,200,11.599522
-200.0,200,11.729522
-200.0,200,11.848539
-200.0,200,11.969525
-200.0,200,12.093522
-200.0,200,12.219533
-200.0,200,12.331522
-200.0,200,12.445522
-200.0,200,12.561534
-200.0,200,12.683522
-200.0,200,12.80153
-200.0,200,12.943525
-200.0,200,13.096524
-200.0,200,13.255973
-200.0,200,13.380978
-200.0,200,13.537977
-200.0,200,13.737985
-200.0,200,13.900972
-200.0,200,14.071972
-198.0,198,14.300973
-200.0,200,14.475981
-200.0,200,14.672971
-200.0,200,14.782972
-200.0,200,14.950972
-200.0,200,15.146976
-200.0,200,15.316979
-200.0,200,15.427977
-200.0,200,15.609971
-200.0,200,15.825974
-200.0,200,16.03697
-200.0,200,16.223979
-200.0,200,16.444974
-200.0,200,16.579978
-200.0,200,16.711972
-200.0,200,16.845971
-200.0,200,16.98698
-200.0,200,17.172984
-200.0,200,17.319975
-200.0,200,17.434972
-200.0,200,17.557975
-200.0,200,17.673972
-200.0,200,17.847971
-200.0,200,17.98997
-200.0,200,18.122972
-200.0,200,18.24497
-200.0,200,18.363971
-200.0,200,18.47397
-200.0,200,18.595973
-200.0,200,18.71497
-162.0,162,18.815979
-200.0,200,18.941972
-200.0,200,19.061971
-200.0,200,19.18697
-200.0,200,19.303972
-200.0,200,19.424979
-119.0,119,19.496981
-200.0,200,19.627981
-200.0,200,19.739971
-200.0,200,19.852972
-200.0,200,19.957972
-150.0,150,20.057973
-200.0,200,20.17997
-200.0,200,20.33097
-200.0,200,20.487971
-200.0,200,20.63897
-142.0,142,20.72997
-178.0,178,20.835973
-200.0,200,20.960976
-200.0,200,21.08697
-200.0,200,21.201971
-200.0,200,21.325971
-200.0,200,21.452971
-200.0,200,21.587979
-200.0,200,21.70097
-200.0,200,21.85597
-200.0,200,21.972988
-200.0,200,22.090974
-200.0,200,22.20097
-200.0,200,22.315973
-200.0,200,22.426973
-200.0,200,22.552971
-200.0,200,22.661971
-200.0,200,22.794978
-200.0,200,22.928978
-200.0,200,23.05497
-200.0,200,23.173974
-200.0,200,23.350502
-200.0,200,23.462496
-200.0,200,23.598494
-200.0,200,23.720502
-200.0,200,23.845503
-200.0,200,23.966502
-200.0,200,24.104499
-200.0,200,24.219502
-200.0,200,24.338494
-200.0,200,24.449498
-200.0,200,24.584494
-200.0,200,24.723501
-200.0,200,24.855496
-200.0,200,24.968503
-200.0,200,25.102498
-155.0,155,25.201512
-200.0,200,25.322494
-200.0,200,25.439494
-200.0,200,25.557496
-200.0,200,25.674496
-160.0,160,25.778494
-200.0,200,25.905502
-200.0,200,26.054498
-200.0,200,26.194502
-200.0,200,26.307496
-200.0,200,26.422497
-200.0,200,26.554497
-200.0,200,26.687496
-200.0,200,26.812503
-200.0,200,26.947494
-200.0,200,27.071501
-200.0,200,27.243499
-200.0,200,27.402496
-200.0,200,27.548502
-200.0,200,27.708494
-150.0,150,27.823499
-145.0,145,27.948496
-200.0,200,28.125495
-200.0,200,28.300498
-200.0,200,28.438501
-200.0,200,28.579496
-173.0,173,28.685496
-200.0,200,28.810496
-200.0,200,28.934498
-200.0,200,29.055496
-200.0,200,29.185498
-183.0,183,29.294498
-200.0,200,29.426494
-200.0,200,29.5435
-200.0,200,29.673497
-200.0,200,29.791497
-200.0,200,29.913494
-200.0,200,30.032501
-200.0,200,30.174497
-200.0,200,30.305499
-200.0,200,30.460502
-162.0,162,30.575495
-200.0,200,30.723494
-129.0,129,30.813494
-200.0,200,30.994511
-200.0,200,31.125499
-200.0,200,31.259494
-200.0,200,31.385496
-200.0,200,31.538496
-200.0,200,31.674497
-200.0,200,31.813499
-200.0,200,31.933494
-200.0,200,32.077498
-200.0,200,32.212503
-200.0,200,32.350494
-119.0,119,32.429498
-200.0,200,32.561494
-200.0,200,32.693502
-200.0,200,32.825494
-200.0,200,32.951495
-200.0,200,33.090495
-200.0,200,33.2265
-171.0,171,33.339499
-200.0,200,33.474501
-200.0,200,33.614495
-200.0,200,33.745501
-200.0,200,33.883502
-188.0,188,34.009498
-200.0,200,34.144496
-200.0,200,34.295502
-200.0,200,34.420494
-200.0,200,34.579495
-155.0,155,34.695494
-200.0,200,34.853501
-200.0,200,34.998497
-200.0,200,35.174496
-190.0,190,35.331496
-158.0,158,35.431501
-200.0,200,35.570497
-200.0,200,35.719502
-200.0,200,35.8705
-176.0,176,35.990502
-200.0,200,36.126494
-200.0,200,36.253497
-200.0,200,36.403497
-200.0,200,36.526501
-200.0,200,36.6645
-200.0,200,36.794494
-184.0,184,36.913494
-200.0,200,37.038494
-200.0,200,37.179497
-200.0,200,37.316496
-200.0,200,37.4525
-200.0,200,37.592502
-200.0,200,37.732505
-181.0,181,37.8625
-200.0,200,37.990498
-200.0,200,38.131512
-200.0,200,38.315497
-200.0,200,38.451499
-200.0,200,38.591494
-200.0,200,38.741489
-158.0,158,38.878488
-158.0,158,38.997486
-200.0,200,39.143487
-133.0,133,39.235485
-200.0,200,39.379488
-186.0,186,39.500486
-200.0,200,39.627486
-200.0,200,39.772488
-200.0,200,39.890486
-200.0,200,40.028486
-200.0,200,40.195492
-200.0,200,40.353489
-200.0,200,40.482495
-200.0,200,40.637491
-187.0,187,40.79449
-200.0,200,40.938485
-200.0,200,41.069489
-200.0,200,41.198485
-175.0,175,41.313488
-200.0,200,41.436493
-169.0,169,41.553487
-200.0,200,41.73749
-200.0,200,41.877486
-147.0,147,41.977489
-200.0,200,42.103485
-172.0,172,42.197487
-200.0,200,42.312491
-200.0,200,42.446489
-163.0,163,42.549487
-200.0,200,42.688489
-200.0,200,42.857492
-153.0,153,42.965486
-200.0,200,43.108488
-190.0,190,43.205487
-200.0,200,43.327485
-200.0,200,43.454493
-200.0,200,43.574489
-200.0,200,43.707487
-171.0,171,43.852486
-200.0,200,43.996487
-200.0,200,44.153499
-200.0,200,44.362489
-200.0,200,44.530494
-200.0,200,44.72149
-200.0,200,44.950546
-200.0,200,45.136556
-200.0,200,45.299545
-200.0,200,45.470548
-200.0,200,45.631544
-162.0,162,45.744544
-200.0,200,45.874543
-200.0,200,46.005548
-200.0,200,46.129544
-200.0,200,46.251549
-200.0,200,46.381552
-169.0,169,46.494553
-200.0,200,46.619544
-200.0,200,46.732544
-200.0,200,46.860552
-192.0,192,46.974544
-200.0,200,47.092545
-200.0,200,47.212544
-186.0,186,47.317544
-200.0,200,47.442544
-171.0,171,47.539543
-176.0,176,47.636544
-168.0,168,47.736545
-200.0,200,47.882558
-200.0,200,48.049548
-200.0,200,48.248549
-200.0,200,48.401548
-186.0,186,48.591052
-200.0,200,48.763093
-200.0,200,48.922599
-200.0,200,49.085657
-200.0,200,49.210064
-185.0,185,49.321177
-200.0,200,49.469233
-200.0,200,49.59298
