#{"t_start": 1750353279.477507, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,174.231274
-200.0,200,174.251536
-200.0,200,174.272904
-200.0,200,174.291969
-200.0,200,174.309045
-200.0,200,174.389674
-200.0,200,174.481962
-200.0,200,174.584728
-200.0,200,174.710609
-200.0,200,174.809923
-200.0,200,174.945853
-200.0,200,175.058157
-200.0,200,175.162303
-200.0,200,175.247035
-200.0,200,175.33505
-200.0,200,175.418758
-200.0,200,175.519979
-200.0,200,175.681869
-200.0,200,175.79135
-200.0,200,175.889189
-200.0,200,175.985284
-200.0,200,176.075988
-200.0,200,176.17329
-200.0,200,176.261168
-200.0,200,176.361239
-200.0,200,176.456203
-200.0,200,176.572614
-200.0,200,176.671226
-200.0,200,176.767992
-200.0,200,176.857766
-200.0,200,176.955413
-200.0,200,177.045985
-200.0,200,177.142883
-200.0,200,177.227471
-200.0,200,177.334093
-200.0,200,177.427841
-200.0,200,177.526985
-200.0,200,177.624703
-200.0,200,177.728131
-200.0,200,177.814811
-200.0,200,177.909617
-200.0,200,177.997296
-200.0,200,178.101159
-200.0,200,178.190923
-200.0,200,178.280456
-200.0,200,178.366074
-200.0,200,178.456919
-200.0,200,178.548375
-200.0,200,178.667325
-200.0,200,178.75913
-200.0,200,178.857218
-200.0,200,178.952239
-200.0,200,179.045188
-200.0,200,179.133924
-200.0,200,179.225774
-150.0,150,179.291439
-200.0,200,179.387576
-200.0,200,179.475489
-200.0,200,179.56819
-200.0,200,179.660591
-200.0,200,179.767684
-200.0,200,179.853606
-200.0,200,179.955709
-200.0,200,180.054459
-200.0,200,180.155268
-200.0,200,180.254333
-200.0,200,180.345514
-200.0,200,180.431434
-200.0,200,180.525564
-200.0,200,180.612535
-200.0,200,180.710329
-200.0,200,180.802013
-200.0,200,180.897874
-200.0,200,180.985562
-200.0,200,181.084559
-200.0,200,181.199234
-200.0,200,181.312864
-200.0,200,181.416111
-200.0,200,181.532256
-200.0,200,181.633659
-200.0,200,181.773744
-200.0,200,181.883378
-200.0,200,181.985347
-200.0,200,182.073062
-200.0,200,182.18246
-200.0,200,182.299246
-200.0,200,182.405487
-200.0,200,182.491349
-200.0,200,182.584137
-200.0,200,182.671048
-200.0,200,182.762014
-200.0,200,182.853402
-200.0,200,182.950737
-200.0,200,183.044946
-200.0,200,183.145913
-200.0,200,183.240913
-200.0,200,183.341706
-200.0,200,183.436318
-200.0,200,183.530735
-200.0,200,183.624747
-200.0,200,183.724902
-200.0,200,183.837338
-200.0,200,183.938331
-200.0,200,184.037384
-200.0,200,184.136333
-200.0,200,184.227366
-200.0,200,184.323477
-200.0,200,184.423743
-200.0,200,184.524895
-200.0,200,184.617969
-200.0,200,184.720148
-200.0,200,184.816258
-200.0,200,184.920147
-200.0,200,185.004767
-200.0,200,185.095305
-200.0,200,185.183226
-200.0,200,185.274963
-119.0,119,185.328307
-200.0,200,185.420047
-200.0,200,185.508076
-200.0,200,185.602131
-200.0,200,185.694123
-200.0,200,185.793087
-200.0,200,185.897253
-200.0,200,185.990103
-200.0,200,186.077763
-200.0,200,186.169413
-200.0,200,186.258113
-200.0,200,186.35796
-200.0,200,186.457296
-200.0,200,186.562531
-200.0,200,186.659669
-200.0,200,186.80565
-200.0,200,186.894935
-200.0,200,186.987761
-200.0,200,187.085866
-200.0,200,187.185854
-200.0,200,187.279698
-200.0,200,187.380753
-200.0,200,187.479872
-200.0,200,187.580003
-198.0,198,187.66881
-194.0,194,187.772481
-200.0,200,187.874244
-200.0,200,187.985201
-200.0,200,188.087356
-200.0,200,188.191216
-200.0,200,188.287203
-200.0,200,188.378087
-191.0,191,188.468941
-200.0,200,188.572098
-159.0,159,188.649155
-200.0,200,188.743042
-200.0,200,188.842789
-200.0,200,188.941253
-200.0,200,189.032969
-200.0,200,189.120569
-200.0,200,189.215359
-200.0,200,189.304455
-200.0,200,189.394228
-200.0,200,189.4813
-192.0,192,189.567048
-200.0,200,189.661977
-200.0,200,189.750886
-200.0,200,189.847851
-200.0,200,189.939016
-169.0,169,190.033242
-200.0,200,190.130251
-200.0,200,190.22426
-200.0,200,190.327827
-200.0,200,190.433408
-200.0,200,190.541866
-200.0,200,190.669621
-200.0,200,190.803748
-200.0,200,190.9231
-200.0,200,191.018786
-200.0,200,191.11953
-200.0,200,191.215396
-200.0,200,191.322748
-200.0,200,191.437984
-200.0,200,191.545503
-168.0,168,191.619024
-200.0,200,191.718256
-200.0,200,191.808256
-200.0,200,191.906267
-149.0,149,191.974878
-200.0,200,192.088073
-200.0,200,192.186666
-195.0,195,192.282535
-200.0,200,192.382371
-200.0,200,192.478064
-150.0,150,192.556798
-200.0,200,192.653821
-174.0,174,192.738441
-200.0,200,192.837206
-200.0,200,192.937878
-200.0,200,193.038804
-200.0,200,193.133656
-200.0,200,193.221532
-200.0,200,193.316221
-200.0,200,193.403918
-177.0,177,193.492723
-122.0,122,193.544211
-172.0,172,193.627956
-200.0,200,193.72034
-200.0,200,193.814389
-200.0,200,193.905092
-200.0,200,193.999012
-181.0,181,194.084128
-200.0,200,194.181989
-200.0,200,194.272874
-200.0,200,194.371964
-121.0,121,194.425449
-200.0,200,194.523282
-200.0,200,194.614125
-200.0,200,194.712086
-149.0,149,194.787115
-200.0,200,194.887063
-200.0,200,194.987002
-166.0,166,195.058593
-194.0,194,195.150491
-200.0,200,195.237365
-200.0,200,195.331241
-197.0,197,195.41802
-200.0,200,195.508936
-125.0,125,195.567468
-183.0,183,195.658253
-200.0,200,195.753439
-141.0,141,195.818912
-137.0,137,195.886412
-200.0,200,195.977257
-152.0,152,196.04887
-130.0,130,196.110435
-139.0,139,196.17735
-198.0,198,196.274168
-171.0,171,196.349653
-165.0,165,196.430378
-200.0,200,196.520334
-128.0,128,196.584985
-136.0,136,196.651657
-200.0,200,196.738008
-125.0,125,196.794421
-160.0,160,196.864843
-200.0,200,196.95758
-111.0,111,197.001914
-129.0,129,197.063349
-156.0,156,197.128748
-94.0,94,197.17007
-184.0,184,197.259945
-200.0,200,197.346716
-200.0,200,197.445486
-200.0,200,197.541456
-200.0,200,197.633059
-163.0,163,197.704663
-200.0,200,197.791287
-200.0,200,197.882896
-179.0,179,197.961256
-151.0,151,198.026807
-161.0,161,198.103283
-123.0,123,198.156739
-166.0,166,198.251106
-200.0,200,198.337891
-200.0,200,198.429566
-159.0,159,198.502188
-200.0,200,198.586779
-200.0,200,198.689586
-142.0,142,198.748006
-188.0,188,198.833744
-189.0,189,198.917463
-150.0,150,198.98298
-143.0,143,199.048486
-160.0,160,199.11899
-200.0,200,199.221765
-168.0,168,199.303562
-140.0,140,199.368062
-200.0,200,199.462819
-187.0,187,199.545764
-164.0,164,199.619303
-200.0,200,199.725323
-186.0,186,199.82031
-159.0,159,199.905256
-140.0,140,199.967024
-162.0,162,200.045614
-157.0,157,200.121265
-159.0,159,200.204913
-200.0,200,200.325241
-141.0,141,200.389685
-108.0,108,200.444363
-164.0,164,200.523097
-166.0,166,200.61605
-200.0,200,200.71191
-158.0,158,200.788449
-146.0,146,200.855317
-163.0,163,200.932951
-200.0,200,201.020559
-200.0,200,201.115681
-166.0,166,201.188416
-155.0,155,201.262222
-188.0,188,201.34387
-200.0,200,201.444776
-127.0,127,201.530418
-148.0,148,201.618895
-163.0,163,201.714721
-171.0,171,201.828179
-163.0,163,201.927248
