#{"t_start": 1751340380.6126792, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.256917
-200.0,200,0.502434
-200.0,200,0.746923
-200.0,200,0.981895
-200.0,200,1.23265
-200.0,200,1.997961
-200.0,200,2.715947
-200.0,200,3.482332
-200.0,200,4.207062
-200.0,200,4.911263
-200.0,200,5.716779
-200.0,200,6.390643
-200.0,200,7.105488
-200.0,200,7.84393
-200.0,200,8.550436
-200.0,200,9.216531
-200.0,200,9.953843
-200.0,200,10.635424
-200.0,200,11.353584
-200.0,200,12.075466
-200.0,200,12.789263
-200.0,200,13.469998
-200.0,200,14.231662
-200.0,200,14.906422
-200.0,200,15.627119
-200.0,200,16.396216
-200.0,200,17.370296
-200.0,200,18.090128
-200.0,200,18.900394
-200.0,200,19.588435
-200.0,200,20.345445
-200.0,200,21.014472
-200.0,200,21.744435
-157.0,157,22.295334
-200.0,200,23.012953
-200.0,200,23.805909
-200.0,200,24.538126
-200.0,200,25.253822
-200.0,200,25.9615
-200.0,200,26.684849
-200.0,200,27.362559
-146.0,146,27.862981
-200.0,200,28.581928
-194.0,194,29.323126
-200.0,200,30.036786
-200.0,200,30.800202
-200.0,200,31.518441
-200.0,200,32.262586
-200.0,200,33.07223
-200.0,200,33.76259
-200.0,200,34.481433
-200.0,200,35.178198
-200.0,200,35.900043
-200.0,200,36.590998
-200.0,200,37.315511
-200.0,200,38.029411
-200.0,200,38.754402
-200.0,200,39.429462
-200.0,200,40.160448
-200.0,200,40.876711
-200.0,200,41.621946
-200.0,200,42.300468
-200.0,200,43.023107
-200.0,200,43.729436
-200.0,200,44.761564
-184.0,184,45.379464
-200.0,200,46.203242
-200.0,200,46.941451
-200.0,200,47.669223
-200.0,200,48.48346
-200.0,200,49.213012
-191.0,191,49.860402
-200.0,200,50.601462
-200.0,200,51.383335
-200.0,200,52.111916
-200.0,200,52.814322
-200.0,200,53.563937
-200.0,200,54.250455
-200.0,200,54.966468
-190.0,190,55.635964
-192.0,192,56.404969
-170.0,170,56.954015
-200.0,200,57.675438
-192.0,192,58.346942
-189.0,189,59.051485
-200.0,200,59.746516
-200.0,200,60.525514
-194.0,194,61.250457
-200.0,200,61.963969
-200.0,200,62.74749
-200.0,200,63.43449
-152.0,152,63.963224
-200.0,200,64.652378
-200.0,200,65.407996
-200.0,200,66.098089
-200.0,200,66.874555
-200.0,200,67.576555
-173.0,173,68.224956
-188.0,188,68.888025
-200.0,200,69.568497
-168.0,168,70.160013
-200.0,200,70.944302
-200.0,200,71.889994
-200.0,200,72.587123
-200.0,200,73.306988
-200.0,200,74.296795
-200.0,200,75.006639
-200.0,200,75.695938
-200.0,200,76.421468
-200.0,200,77.122497
-170.0,170,77.745464
-172.0,172,78.473988
-200.0,200,79.246269
-200.0,200,79.998552
-200.0,200,80.672511
-200.0,200,81.390489
-200.0,200,82.072195
-200.0,200,82.800322
-200.0,200,83.498498
-200.0,200,84.218465
-200.0,200,84.881983
-200.0,200,85.599063
-200.0,200,86.384177
-200.0,200,87.101543
-200.0,200,87.862499
-200.0,200,88.60433
-200.0,200,89.310505
-200.0,200,90.043489
-200.0,200,90.733509
-200.0,200,91.445476
-200.0,200,92.168483
-200.0,200,92.899454
-200.0,200,93.578477
-200.0,200,94.315996
-200.0,200,95.032876
-200.0,200,95.813495
-198.0,198,96.576519
-200.0,200,97.319433
-200.0,200,98.018899
-200.0,200,98.87593
-200.0,200,99.660984
-200.0,200,100.425064
-200.0,200,101.129503
-200.0,200,101.863979
-200.0,200,102.5361
-190.0,190,103.188685
-200.0,200,103.950025
-200.0,200,104.728033
-200.0,200,105.453985
-200.0,200,106.215625
-200.0,200,106.975483
-200.0,200,107.661723
-200.0,200,108.384589
-200.0,200,109.062993
-200.0,200,109.811914
-200.0,200,110.594963
-200.0,200,111.322545
-200.0,200,112.008993
-200.0,200,112.804361
-200.0,200,113.490499
-200.0,200,114.222837
-200.0,200,114.92697
-179.0,179,115.60583
-200.0,200,116.371739
-200.0,200,117.05027
-199.0,199,117.791576
-200.0,200,118.56251
-200.0,200,119.326347
-200.0,200,120.027053
-200.0,200,120.766666
-200.0,200,121.585442
-200.0,200,122.435907
